#Chrom	Start	End	Name	Oocyte	Sperm	2cell.GG	2cell.AG	Morula.GG	Morula.AG	ICM.GG	ICM.AG	TE.GG	TE.AG
chr1	89143500	89146000	mCHM_14	0.412438	0.0748616	0.632504	0.155623	0.428715	0.0770817	0.425227	0.131443	0.432575	0.14846
chr1	89887400	89888000	mCHM_15	0.0532088	0.0333191	0.401202	0.129949	0.217117	0.0766212	0.102218	0.0744599	0.0977946	0.00924373
chr1	91356900	91357600	mCHM_16	0.294674	0.0274655	0.195624	0.0751972	0.135653	0.0664633	0.165135	0.167632	0.144699	0.233351
chr1	92527000	92528600	pCHM_45	0.162498	0.409288	0.241562	0.460042	0.13268	0.318994	0.484695	0.417576	0.589545	0.432307
chr1	92847600	92850800	mCHM_17	0.367194	0.0986546	0.969939	0.16558	0.443907	0.0856981	0.154273	0.0821883	0.13486	0.0974892
chr1	92919000	92920200	mCHM_18	0.640771	0.102935	1.04096	0.273879	0.394197	0.0918805	0.454162	0.163621	0.285023	0.216784
chr1	96115400	96116000	pCHM_46	0.051568	0.130866	0.0256267	0.259567	0.0370301	0.409496	0.0650605	0.227788	0.137767	0.278745
chr1	98110000	98110800	pCHM_47	0.205569	0.386638	0.393394	0.554091	0.501403	0.612351	0.478174	0.514927	0.515963	0.701049
chr1	100986200	100987200	pCHM_48	0.155782	0.303698	0.0830288	0.41057	0.244715	0.401925	0.440505	0.463835	0.372797	0.570978
chr1	101040000	101040600	pCHM_49	0.195255	0.42336	0.158719	0.35914	0.231552	0.492542	0.238228	0.474422	0.288481	0.561098
chr1	101291200	101291800	pCHM_50	0.340427	0.213951	0.260581	0.314508	0.345912	0.289399	0.555538	0.636573	0.545281	1.01893
chr1	102111200	102111800	mCHM_19	0.254715	0.115695	0.592753	0.239719	0.392307	0.524431	0.285481	0.40892	0.412416	0.411618
chr1	103746300	103747600	mCHM_20	0.352898	0.0565388	0.333084	0.253519	0.378151	0.420243	0.691872	0.725993	0.687126	0.670719
chr1	106637600	106638200	mCHM_21	0.133842	0	0.265224	0.109662	0.228888	0.068823	0.21369	0.0802067	0.281316	0.0288867
chr1	109251200	109251800	pCHM_51	0.18752	0.31433	0.994594	0.663999	0.515859	0.587059	0.593537	0.683896	0.637545	0.849231
chr1	112331800	112332600	pCHM_52	0.121126	0.127605	0.0960975	0.299869	0.213164	0.286132	0.217266	0.392011	0.315724	0.555249
chr1	117089200	117091200	pCHM_53	0.201912	0.36265	0.322642	0.737812	0.238091	0.343736	0.343292	0.364098	0.372006	0.378038
chr1	118864600	118865200	mCHM_22	0.201506	0.127037	0.662422	0.128851	0.488881	0.0869466	0.288846	0.10213	0.444972	0.0288867
chr1	120994000	120994600	pCHM_54	0.340739	0.173683	1.12833	0.313082	0.748442	0.420736	0.978295	0.990818	1.19766	1.58798
chr1	125096800	125097400	pCHM_55	0.296907	0	1.02326	0.585262	0.394197	0.35524	0.610363	0.207335	0.408647	0.52167
chr1	129436400	129437200	pCHM_56	0.292297	0.616855	0.664624	0.597434	0.735834	0.580176	1.28572	0.893001	1.12299	1.15946
chr1	130199400	130200200	pCHM_57	0.319487	0.203104	0.0712326	0.445938	0.19596	0.45036	0.590803	0.418077	0.376436	0.386269
chr1	130685800	130686800	pCHM_58	0.311658	0.0989364	0.115316	0.307402	0.258996	0.393873	1.08452	0.978922	0.987086	1.2501
chr1	131736200	131736800	mCHM_23	0.346053	0.0411172	0.383264	0.0823563	0.461387	0.146823	0.332734	0.140763	0.343914	0.115542
chr1	133729400	133732000	mCHM_24	0.127632	0.0577167	0.280674	0.065798	0.273968	0.0436752	0.263262	0.112414	0.158527	0.186579
chr1	139975800	139976400	mCHM_25	0.469034	0.312631	0.812011	0.573749	0.678505	0.759345	0.86696	1.14535	0.721133	1.30461
chr1	145807400	145808000	pCHM_59	0.103527	0.212533	0.285566	0.222173	0.255868	0.221609	0.74399	1.02116	0.812013	0.849952
chr1	147592000	147592600	pCHM_60	0.21432	0.453275	0.371252	0.536572	0.468001	0.493116	0.473792	0.641788	0.389666	0.673318
chr1	148131400	148132000	mCHM_26	0.355038	0.345381	0.836676	0.510473	0.479344	0.537621	0.733894	0.704213	0.705925	0.921011
chr1	154472000	154472600	mCHM_27	0.0998544	0.271086	0.687887	0.163613	0.493949	0.0961226	0.415462	0.0943784	0.515868	0.176346
chr1	164224800	164226600	mCHM_28	0.262424	0.190934	0.578338	0.248383	0.281242	0.124875	0.65472	0.684741	0.685854	0.51185
chr1	165655400	165657400	mCHM_29	0.318292	0.0962567	0.364588	0.204463	0.453396	0.262043	0.639811	0.595133	0.953942	1.03879
chr1	169112800	169113600	pCHM_61	0.297688	0.406099	0.9821	0.550143	0.447855	0.521591	0.566195	0.637242	0.653035	0.764091
chr1	172541000	172541600	mCHM_30	0.39012	0.0497659	0.42026	0.110757	0.243669	0.092568	0.352505	0.0802067	0.304569	0.0658611
chr1	173988000	173988600	pCHM_62	0.149469	0.00226853	0.508508	0.400811	0.378304	0.403072	0.166297	0.206397	0.323298	0.275133
chr1	174787200	174788000	pCHM_63	0.157224	0.208847	0.145104	0.320594	0.150465	0.24286	0.293193	0.367747	0.320531	0.507046
chr1	181713600	181715600	pCHM_64	0.110332	0.210249	0.115364	0.736168	0.204014	0.486233	0.351579	0.272903	0.404813	0.444849
chr1	182872200	182872800	pCHM_65	0.218461	0.31419	0.262983	0.538875	0.346341	0.595088	0.655373	1.29092	1.32474	1.58696
chr1	183357000	183359000	mCHM_31	0.291781	0.008507	0.343159	0.101789	0.273378	0.0894692	0.184665	0.0507711	0.240326	0.117983
chr1	185076400	185077000	pCHM_66	0.192911	0.28385	0.544864	0.572981	0.748871	0.660586	1.29365	1.46511	1.75425	2.2509
chr1	187337800	187338400	mCHM_32	0.123529	0.017014	0.493772	0.187629	0.18146	0.117688	0.247623	0.148651	0.150337	0.0904126
chr1	187392600	187393800	pCHM_67	0.264169	0.532389	0.785825	0.345048	0.451462	0.414256	1.39937	1.13318	1.2541	1.59549
chr1	189460000	189460600	mCHM_33	0.327457	0.0545866	0.512512	0.237745	0.322455	0.306606	0.316469	0.133677	0.448997	0.22054
chr10	3446900	3447600	mCHM_34	0.162138	0.0582122	0.272365	0.199551	0.268585	0.213842	0.735297	0.669725	0.793518	0.699935
chr10	4794400	4795000	pCHM_68	0.417545	0.124769	0.30014	0.667618	0.353128	0.469832	0.632938	0.594466	0.719123	0.827855
chr10	5963000	5963800	pCHM_69	0.250222	0.386956	0.120121	0.523659	0.205368	0.680917	0.331893	0.587815	0.441015	0.816085
chr10	6221200	6222000	pCHM_70	0.213245	0.324644	0.216216	0.396589	0.349776	0.549207	0.702066	0.996667	0.593267	0.707656
chr10	6514400	6515200	mCHM_35	0.200353	0.191408	0.402882	0.563054	0.393016	0.489932	1.09348	0.786526	0.832724	1.14364
chr10	10593200	10594500	pCHM_71	0.270209	0.469449	0.126108	0.718703	0.209854	0.354491	0.499473	0.372838	0.489471	0.415549
chr10	13089600	13092100	mCHM_36	0.380815	0.04131	1.17779	0.178967	0.786729	0.0944247	1.85218	0.270682	1.81067	0.372379
chr10	13127000	13128000	mCHM_37	0.315456	0.0888982	0.606462	0.554798	0.341426	0.317962	0.233881	0.0810104	0.295871	0.103988
chr10	18531400	18532000	mCHM_38	0.502944	0.0463631	0.695576	0.0433154	0.286283	0.0458832	0.467903	0.0697827	0.397713	0.086369
chr10	18716200	18717000	pCHM_72	0.168475	0.295507	0.207567	0.218856	0.283276	0.437457	0.370487	0.453868	0.241249	0.429598
chr10	20294400	20295000	pCHM_73	0.0287531	0.251094	0.216377	0.493474	0.431143	0.586142	0.762358	1.02183	0.62862	1.14791
chr10	23480800	23481600	pCHM_74	0.223911	0.300934	0.567327	0.794167	0.489159	0.591704	0.65348	0.443143	0.593454	0.708522
chr10	23501000	23501600	pCHM_75	0.566935	0.178646	1.51832	0.942758	0.4851	0.496557	1.19998	0.432982	1.07824	0.696716
chr10	23659200	23660000	pCHM_76	0.203459	0.25574	0.186666	0.720968	0.125592	0.800238	0.440946	0.44204	0.290082	0.411724
chr10	25026800	25027400	pCHM_77	0.200178	0.122075	0.126048	0.563001	0.186101	0.340444	0.242855	0.369217	0.396454	0.349079
chr10	28907300	28908100	pCHM_78	0.243131	0.314967	0.358078	0.32446	0.27432	0.303853	0.485009	0.62892	0.65907	0.587528
chr10	29076800	29077400	pCHM_79	0.037504	0.35261	0.180019	0.624192	0.111437	0.455149	0.4013	0.605694	0.327699	0.633745
chr10	29723800	29724400	pCHM_80	0.142281	0.344387	0.512512	0.676611	0.234988	0.499424	0.428081	0.414401	0.485197	0.416671
chr10	30058200	30058800	pCHM_81	0.143922	0.250813	0.0933741	0.268341	0.360431	0.615506	0.773437	0.629622	0.696623	0.716646
chr10	31080600	31081200	mCHM_39	0.405668	0.137813	0.573213	0.486896	0.644308	0.69752	1.6261	1.59771	1.45999	1.40701
chr10	32527600	32528200	pCHM_82	0.205959	0.390891	0.383103	0.365611	0.256124	0.29743	0.565914	0.324703	0.425742	0.406418
chr10	33685800	33688200	pCHM_83	0.112941	0.167268	0.103024	0.339264	0.235313	0.380877	0.327161	0.576184	0.401671	0.484589
chr10	38224200	38225000	pCHM_84	0.348729	0.0699701	1.0818	0.89311	0.372846	0.573982	0.929639	0.583905	1.2677	0.626199
chr10	39140800	39142800	mCHM_40	0.197412	0.0774988	0.310246	0.0878397	0.364289	0.18221	0.63981	0.135229	0.561535	0.152818
chr10	40050400	40051000	mCHM_41	0.191192	0.0941441	0.52997	0.455862	0.593186	0.660012	1.20236	1.28718	0.961847	1.2194
chr10	40645900	40648000	pCHM_85	0.332033	0.455524	3.19624	2.24508	1.32983	1.55192	1.34745	1.95853	1.14914	2.06943
chr10	47219600	47221800	pCHM_86	0.117081	0.167625	0.14908	0.296594	0.0832082	0.249295	0.236903	0.290384	0.159376	0.251028
chr10	47732800	47733400	mCHM_42	0.109387	0.389756	0.363403	0.339949	0.238427	0.330006	0.425277	0.442073	0.481804	0.484119
chr10	48290800	48291500	mCHM_43	0.204263	0.45135	0.654551	0.313568	0.39297	0.334283	0.430024	0.466917	0.578789	0.505702
chr10	50447000	50447600	pCHM_87	0.105871	0.289516	0.195235	0.694595	0.153623	0.587862	0.140217	0.338873	0.223746	0.349513
chr10	51444400	51445100	mCHM_44	0.331174	0.0889589	0.523037	0.226247	0.612358	0.838754	0.861855	0.711433	0.870339	0.916823
chr10	52114600	52115200	pCHM_88	0.625223	0.395145	0.752752	0.945391	0.555898	0.787218	1.16226	0.583236	1.01087	0.67794
chr10	52502800	52503400	pCHM_89	0.508961	0.363385	1.04969	0.733306	0.531325	0.555629	0.927957	0.516798	1.05939	0.615403
chr10	53194600	53195200	pCHM_90	0.294797	0.420949	0.123164	0.4722	0.257328	0.394928	0.564232	0.521878	0.551692	0.906134
chr10	60305800	60306400	pCHM_91	0.0666477	0	0.374614	0.451805	0.236966	0.313947	0.272862	0.650076	0.339639	0.551567
chr10	62367200	62368000	pCHM_92	0.282569	0.186729	0.72156	0.602698	0.745372	0.806948	1.4503	1.70459	1.98749	2.41251
chr10	63076000	63076800	mCHM_45	0.219691	0.0499786	0.627268	0.332603	0.718242	0.658377	0.426855	0.611676	0.704225	0.769182
chr10	64622000	64623800	pCHM_93	0.19351	0.459371	0.188189	0.811128	0.168429	0.538998	0.377557	0.529052	0.433327	0.685065
chr10	68035600	68036800	mCHM_46	0.270029	0.100453	0.336417	0.122986	0.287658	0.136327	0.229184	0.106942	0.281442	0.0738758
chr10	68243700	68245800	pCHM_94	0.110668	0.129994	0.172561	0.416712	0.122839	0.333299	0.418366	0.419023	0.441204	0.463486
chr10	69986200	69993500	mCHM_47	0.22091	0.140191	0.489433	0.117154	0.372559	0.131704	0.745467	0.184029	0.758823	0.186071
chr10	72690600	72691400	pCHM_95	0.323062	0.128456	0.237358	0.536243	0.215678	0.473932	0.605317	0.767978	0.519922	0.747409
chr10	74243200	74244000	pCHM_96	0.267157	0.285513	0.22907	0.747451	0.142409	0.533032	0.524761	0.52004	0.477028	0.58298
chr10	78905400	78906000	mCHM_48	0.0685229	0	0.401842	0.130167	0.345051	0.173434	0.343671	0.199715	0.311107	0.446423
chr10	81799400	81802600	pCHM_97	0.0784741	0.256138	0.220691	0.426087	0.158792	0.276164	0.224864	0.313458	0.242097	0.318164
chr10	81958200	81961900	pCHM_98	0.125132	0.28466	0.201413	0.480764	0.195476	0.359219	0.280903	0.291848	0.280938	0.337491
chr10	83652200	83652800	pCHM_99	0.245729	0.196653	0.326727	0.316043	0.425128	0.496902	0.337502	0.677612	0.379357	0.551567
chr10	83844200	83844800	pCHM_100	0.230259	0.274347	0.469909	0.675513	0.43312	0.816927	1.12665	1.42901	1.07284	1.1882
chr10	85211000	85211600	pCHM_101	0.0786803	0.0914503	0.50082	0.66049	0.6224	0.610229	1.06677	1.50935	1.21752	1.39531
chr10	85658000	85658800	mCHM_49	0.209026	0.0749679	0.763603	0.154293	0.634213	0.216361	0.384895	0.185378	0.3968	0.177863
chr10	86848400	86849000	mCHM_50	0.224165	0.157096	0.393192	0.191248	0.343075	0.0426697	0.194901	0.12606	0.0460062	0.123341
chr10	88625000	88625800	pCHM_102	0.103195	0.421197	0.101502	0.39404	0.418341	0.35005	0.946255	1.26626	1.36726	2.13521
chr10	90471400	90474000	pCHM_103	0.190402	0.377739	0.231702	0.700989	0.140894	0.438613	0.303418	0.448479	0.237979	0.37192
chr10	91585200	91587000	pCHM_104	0.0657883	0.258611	0.141049	0.714809	0.153594	0.387243	0.295437	0.323811	0.202963	0.408776
chr10	97541600	97542200	mCHM_51	0.110715	0.363243	0.318398	0.234895	0.331132	0.312571	0.461593	0.489261	0.528815	0.608471
chr10	98090200	98090800	pCHM_105	0.255496	0.367782	1.15652	0.447747	0.349777	0.405023	0.53717	0.589118	0.596189	0.993658
chr10	98794200	98794800	pCHM_106	0.04688	0.190556	0.00736767	0.28468	0.338521	0.42521	0.351243	0.627216	0.47074	0.311239
chr10	100646400	100647000	pCHM_107	0.21307	0.170424	0.382303	0.456958	0.223477	0.494951	0.465099	0.381384	0.400602	0.408583
chr10	101423600	101424200	pCHM_108	0.105402	0.326239	0.143023	0.538765	0.272622	0.507799	0.196864	0.422155	0.502168	0.432992
chr10	101923600	101924200	pCHM_109	0.0708669	0.242449	0.210611	0.462222	0.225881	0.411101	0.541236	0.703947	0.679401	0.860352
chr10	102323500	102324200	pCHM_110	0.455406	0.270763	1.41838	0.980749	0.618618	0.660011	0.945984	0.800118	0.966229	0.670471
chr10	103518600	103519200	pCHM_111	0.124076	0.312487	0.24857	0.476916	0.325976	0.385178	0.380828	0.400366	0.238579	0.656132
chr10	112812200	112813000	pCHM_112	0.137886	0.276154	0.144144	0.447417	0.267488	0.517117	0.501099	0.728577	0.32421	0.651763
chr10	116455400	116456200	pCHM_113	0.0242604	0.042535	0.19027	0.319279	0.0949182	0.174294	0.03239	0.321027	0.0794738	0.129768
chr10	119498200	119498800	pCHM_114	0.350272	0.249396	0.169131	0.465731	0.340755	0.738928	0.582039	1.26619	0.888313	1.42275
chr10	121266700	121267800	mCHM_52	0.520411	0.195738	1.03591	0.171969	0.609198	0.301507	0.690708	0.361513	0.778325	0.479524
chr10	122815000	122815700	mCHM_53	0.281414	0.0815457	0.359674	0.125767	0.262323	0.0811121	0.27186	0.0474385	0.453377	0.115626
chr10	129816400	129818600	pCHM_115	0.0880467	0.305515	0.125188	0.510104	0.336936	0.494085	0.667343	0.721787	0.484981	0.760605
chr10	130201000	130201600	pCHM_116	0.300501	0.329501	0.987387	0.698104	0.709779	0.74753	1.6247	1.1503	1.54509	1.49959
chr10	130473200	130473800	pCHM_117	0.0500835	0.190981	0.23031	0.270205	0.23877	0.336428	0.39471	0.653284	0.28848	0.545355
chr11	3133600	3136000	mCHM_54	0.900208	0.724716	1.27415	0.461291	0.592156	0.225136	0.398426	0.329783	0.389446	0.273401
chr11	4013200	4016200	pCHM_118	0.206226	0.0873385	0.196869	0.2788	0.370481	0.476545	0.341007	0.559762	0.44045	0.585564
chr11	5202200	5204000	mCHM_55	0.123946	0.0107283	0.443002	0.252148	0.426074	0.143609	0.150032	0.0805639	0.13232	0.0819883
chr11	5457100	5458400	mCHM_56	0.196896	0.0649804	0.381132	0.150928	0.339883	0.0899991	0.187545	0.0922392	0.278009	0.126119
chr11	5535400	5536000	mCHM_57	0.413638	0.08507	0.289411	0.182695	0.217975	0.160587	0.809612	0.778272	0.705421	0.563844
chr11	5808000	5809800	pCHM_119	0.226977	0.116924	0.126261	0.395182	0.279036	0.375506	0.734503	1.19579	1.18232	1.81482
chr11	7401600	7402200	mCHM_58	0.244557	0.241454	0.639039	0.318347	0.485357	0.632138	1.18021	0.888154	0.966874	1.21911
chr11	8399600	8400200	pCHM_120	0.0787584	0.0762794	0.128127	0.307052	0.0689052	0.332186	0.168821	0.218162	0.1257	0.259968
chr11	10216800	10217400	pCHM_121	0.225883	0.08507	0.382302	0.38831	0.270902	0.440008	0.424576	0.470144	0.608004	0.505928
chr11	10674000	10674800	pCHM_122	0.0819814	0.250104	0.0778397	0.264009	0.134676	0.521161	0.56283	0.393815	0.485229	0.479101
chr11	12025200	12027200	mCHM_59	0.579882	0.0998296	1.71815	0.309245	1.09127	0.158292	1.91367	0.585829	1.87994	0.858503
chr11	12905800	12906600	pCHM_123	0.108469	0.230114	0.0720725	0.377919	0.0450418	0.337576	0.383422	0.225581	0.29423	0.26376
chr11	13351600	13352200	pCHM_124	0.365508	0.226853	0.237356	0.468144	0.36361	0.428766	0.824337	0.581899	0.481551	0.766907
chr11	15729200	15730000	pCHM_125	0.127045	0.264778	0.11976	0.365335	0.204788	0.505677	0.522342	0.61328	0.173277	0.653063
chr11	16048800	16049600	pCHM_126	0.106711	0.250636	0.192192	0.518478	0.366918	0.240622	0.548948	0.491868	0.765694	0.581463
chr11	16358800	16359600	pCHM_127	0.198888	0.08507	0.0720725	0.242214	0.162901	0.242515	0.182667	0.494875	0.208348	0.374246
chr11	17098800	17099400	pCHM_128	0.330035	0.167304	0.09834	0.578683	0.248137	0.482333	0.637145	0.274307	0.458801	0.359477
chr11	17912800	17913400	pCHM_129	0.22393	0.122784	0.0680702	0.41715	0.33225	0.334709	0.679911	0.678281	0.366538	0.504339
chr11	19720600	19721200	mCHM_60	0.43114	0.123777	0.341461	0.111414	0.179571	0.209567	0.22	0.250778	0.249892	0.229206
chr11	20017200	20023800	mCHM_61	0.305322	0.111964	0.657724	0.19452	0.670407	0.196877	1.43647	0.54309	1.38986	0.523676
chr11	25080000	25080600	pCHM_130	0.265966	0.274208	0.044206	0.230619	0.120286	0.323583	0.140217	0.341816	0.15989	0.297375
chr11	25370200	25371000	pCHM_131	0.219691	0.285939	0.193154	0.258006	0.202726	0.702767	0.259436	0.422689	0.221358	0.549075
chr11	29580200	29580800	mCHM_62	0.370039	0.201616	0.547587	0.464963	1.21997	1.28091	2.13789	2.00703	1.86901	2.61832
chr11	30318200	30319200	pCHM_132	0.211476	0.489487	0.37881	0.581972	0.590884	0.822364	1.62734	1.89672	1.81406	2.08322
chr11	32209400	32210400	pCHM_133	0.228915	0.0122501	0.360071	0.540191	0.101915	0.253612	0.0683136	0.0538198	0.07542	0.0675926
chr11	35875400	35876000	mCHM_63	0.363086	0	0.3602	0.278101	0.249682	0.100252	0.29123	0.143571	0.0701406	0.11771
chr11	40634000	40634600	pCHM_134	0.345506	0.345096	1.08877	0.408378	0.649636	0.384375	1.13997	1.27769	1.22431	2.08322
chr11	40650200	40652200	pCHM_135	0.345904	0.239597	0.305682	0.707382	0.352303	0.525807	0.416864	0.568023	0.521676	0.697495
